"0", "1", "2", "3", "4"
"3241103360","3241103615","FR","FRA","FRANCE"
"3241103616","3241103871","DK","DNK","DENMARK"
"3241103872","3241104127","DE","DEU","GERMANY"
"3241104128","3241104383","GB","GBR","UNITED KINGDOM"
"3241104384","3241104639","ES","ESP","SPAIN"
"3241104640","3241104895","UA","UKR","UKRAINE"
"3241104896","3241105151","ES","ESP","SPAIN"
"3241105152","3241105407","RU","RUS","RUSSIAN FEDERATION"
"3241105408","3241108223","CH","CHE","SWITZERLAND"
"3241108224","3241108735","DE","DEU","GERMANY"
"3241108736","3241108991","RO","ROM","ROMANIA"
"3241108992","3241109247","SA","SAU","SAUDI ARABIA"
"3241109248","3241117695","CH","CHE","SWITZERLAND"
"3241117696","3241117951","SI","SVN","SLOVENIA"
"3241117952","3241118207","UA","UKR","UKRAINE"
"3241118208","3241118463","AT","AUT","AUSTRIA"
"3241118464","3241118719","FR","FRA","FRANCE"
"3241118720","3241118975","CH","CHE","SWITZERLAND"
"3241118976","3241119231","FR","FRA","FRANCE"
"3241119232","3241119487","MD","MDA","REPUBLIC OF MOLDOVA"
"3241119488","3241119743","BE","BEL","BELGIUM"
"3241119744","3241119999","RO","ROM","ROMANIA"
"3241120000","3241120255","UA","UKR","UKRAINE"
"3241120256","3241120511","CZ","CZE","CZECH REPUBLIC"
"3241120512","3241120767","GB","GBR","UNITED KINGDOM"
"3241120768","3241121023","RU","RUS","RUSSIAN FEDERATION"
"3241121024","3241121279","CH","CHE","SWITZERLAND"
"3241121280","3241121535","FR","FRA","FRANCE"
"3241121536","3241121791","PL","POL","POLAND"
"3241121792","3241122047","DE","DEU","GERMANY"
"3241122048","3241122303","CH","CHE","SWITZERLAND"
"3241122304","3241122559","RU","RUS","RUSSIAN FEDERATION"
"3241122560","3241123327","AT","AUT","AUSTRIA"
"3241123328","3241124095","PL","POL","POLAND"
"3241124096","3241124351","DE","DEU","GERMANY"
"3241124352","3241124607","RO","ROM","ROMANIA"
"3241124608","3241124863","PL","POL","POLAND"
"3241124864","3241125119","ES","ESP","SPAIN"
"3241125120","3241125375","IL","ISR","ISRAEL"
"3241125376","3241125631","UA","UKR","UKRAINE"
"3241125632","3241125887","SE","SWE","SWEDEN"
"3241125888","3241129983","CH","CHE","SWITZERLAND"
"3241129984","3241130239","FR","FRA","FRANCE"
"3241130240","3241130495","PT","PRT","PORTUGAL"
"3241130496","3241130751","DK","DNK","DENMARK"
"3241130752","3241131007","DE","DEU","GERMANY"
"3241131008","3241131263","NL","NLD","NETHERLANDS"
"3241131264","3241131519","FR","FRA","FRANCE"
"3241131520","3241131775","CH","CHE","SWITZERLAND"
"3241131776","3241132031","DK","DNK","DENMARK"
"3241132032","3241145855","CH","CHE","SWITZERLAND"
"3241145856","3241146111","HR","HRV","CROATIA"
"3241146112","3241146367","PL","POL","POLAND"
"3241146368","3241146623","IL","ISR","ISRAEL"
"3241146624","3241146879","RO","ROM","ROMANIA"
"3241146880","3241148415","CH","CHE","SWITZERLAND"
"3241148416","3241476095","FR","FRA","FRANCE"
"3241476096","3241476351","CH","CHE","SWITZERLAND"
"3241476352","3241481471","BE","BEL","BELGIUM"
"3241481472","3241481727","NL","NLD","NETHERLANDS"
"3241481728","3241481983","PT","PRT","PORTUGAL"
"3241481984","3241482239","DE","DEU","GERMANY"
"3241482240","3241484799","SE","SWE","SWEDEN"
"3241484800","3241485311","BE","BEL","BELGIUM"
"3241485312","3241485567","GB","GBR","UNITED KINGDOM"
"3241485568","3241496575","BE","BEL","BELGIUM"
"3241496576","3241496831","AT","AUT","AUSTRIA"
"3241496832","3241497343","BE","BEL","BELGIUM"
"3241497344","3241498111","GB","GBR","UNITED KINGDOM"
"3241498112","3241498367","BE","BEL","BELGIUM"
"3241498368","3241499135","GB","GBR","UNITED KINGDOM"
"3241499136","3241499903","BE","BEL","BELGIUM"
"3241499904","3241500159","DE","DEU","GERMANY"
"3241500160","3241500671","GB","GBR","UNITED KINGDOM"
"3241500672","3241502975","BE","BEL","BELGIUM"
"3241502976","3241503231","GR","GRC","GREECE"
"3241503232","3241503487","FR","FRA","FRANCE"
"3241503488","3241508095","BE","BEL","BELGIUM"
"3241508096","3241508351","NL","NLD","NETHERLANDS"
"3241508352","3241538815","BE","BEL","BELGIUM"
"3241539072","3241541375","BE","BEL","BELGIUM"
"3241541376","3241541631","PL","POL","POLAND"
"3241541632","3241673215","FR","FRA","FRANCE"
"3241673472","3241674751","FR","FRA","FRANCE"
"3241675008","3241681407","FR","FRA","FRANCE"
"3241681664","3241683199","FR","FRA","FRANCE"
"3241683456","3241702399","FR","FRA","FRANCE"
"3241702912","3241704447","FR","FRA","FRANCE"
"3241704704","3241714687","FR","FRA","FRANCE"
"3241715200","3241724927","FR","FRA","FRANCE"
"3241725952","3241726975","FR","FRA","FRANCE"
"3241728000","3241741311","FR","FRA","FRANCE"
"3241741568","3241760767","FR","FRA","FRANCE"
"3241761024","3241780223","FR","FRA","FRANCE"
"3241780736","3241780991","FR","FRA","FRANCE"
"3241781248","3241782527","FR","FRA","FRANCE"
"3241783296","3241784319","FR","FRA","FRANCE"
"3241784576","3241800191","FR","FRA","FRANCE"
"3241800448","3241803775","FR","FRA","FRANCE"
"3241803776","3241803791","GB","GBR","UNITED KINGDOM"
"3241803800","3241803815","GB","GBR","UNITED KINGDOM"
"3241803816","3241803823","RU","RUS","RUSSIAN FEDERATION"
"3241803832","3241803839","GB","GBR","UNITED KINGDOM"
"3241803840","3241803903","PT","PRT","PORTUGAL"
"3241803904","3241804031","UA","UKR","UKRAINE"
"3241804032","3241820159","BE","BEL","BELGIUM"
"3241820160","3241821695","GB","GBR","UNITED KINGDOM"
"3241821696","3241822207","GR","GRC","GREECE"
"3241822208","3241824255","CZ","CZE","CZECH REPUBLIC"
"3241824256","3241827071","BE","BEL","BELGIUM"
"3241827328","3241848063","BE","BEL","BELGIUM"
"3241848064","3241851391","CH","CHE","SWITZERLAND"
"3241851392","3241851903","GR","GRC","GREECE"
"3241851904","3241852927","GB","GBR","UNITED KINGDOM"
"3241852928","3241854463","SK","SVK","SLOVAKIA"
"3241854464","3241854975","GB","GBR","UNITED KINGDOM"
"3241854976","3241855999","DE","DEU","GERMANY"
"3241856000","3241857279","NL","NLD","NETHERLANDS"
"3241857280","3241857535","CH","CHE","SWITZERLAND"
"3241857536","3241859071","AT","AUT","AUSTRIA"
"3241859072","3241861119","US","USA","UNITED STATES"
"3241861120","3241863167","BE","BEL","BELGIUM"
"3241863168","3241863423","PL","POL","POLAND"
"3241863424","3241863679","FR","FRA","FRANCE"
"3241863680","3241863935","GR","GRC","GREECE"
"3241863936","3241864191","GB","GBR","UNITED KINGDOM"
"3241864192","3241864447","TR","TUR","TURKEY"
"3241864448","3241864703","RU","RUS","RUSSIAN FEDERATION"
"3241864704","3241864959","SE","SWE","SWEDEN"
"3241864960","3241865215","IT","ITA","ITALY"
"3241865216","3241865471","DE","DEU","GERMANY"
"3241865472","3241865727","NO","NOR","NORWAY"
"3241865728","3241865983","CH","CHE","SWITZERLAND"
"3241865984","3241866239","RO","ROM","ROMANIA"
"3241866240","3241866751","DE","DEU","GERMANY"
"3241866752","3241867007","GB","GBR","UNITED KINGDOM"
"3241867008","3241867263","FR","FRA","FRANCE"
"3241867264","3241867519","UA","UKR","UKRAINE"
"3241867520","3241867775","PL","POL","POLAND"
"3241867776","3241868031","CH","CHE","SWITZERLAND"
"3241868032","3241868287","UA","UKR","UKRAINE"
"3241868288","3241868543","HR","HRV","CROATIA"
"3241868544","3241868799","DE","DEU","GERMANY"
"3241868800","3241869055","UA","UKR","UKRAINE"
"3241869056","3241869311","CH","CHE","SWITZERLAND"
"3241869312","3241934847","PL","POL","POLAND"
"3241934848","3242196991","GB","GBR","UNITED KINGDOM"
"3242196992","3242197975","FI","FIN","FINLAND"
"3242197976","3242197987","NO","NOR","NORWAY"
"3242197988","3242207847","FI","FIN","FINLAND"
"3242207848","3242207855","SE","SWE","SWEDEN"
"3242207856","3242393599","FI","FIN","FINLAND"
"3242393600","3242459135","NL","NLD","NETHERLANDS"
"3242459136","3242467327","BG","BGR","BULGARIA"
"3242467328","3242475519","HU","HUN","HUNGARY"
"3242475520","3242483711","LV","LVA","LATVIA"
"3242483712","3242524671","BG","BGR","BULGARIA"
"3242524672","3242590207","NO","NOR","NORWAY"
"3242590208","3242655743","IT","ITA","ITALY"
"3242655744","3242721279","NO","NOR","NORWAY"
"3242721280","3242779903","CH","CHE","SWITZERLAND"
"3242779904","3242780159","DE","DEU","GERMANY"
"3242780160","3242852351","CH","CHE","SWITZERLAND"
"3242852352","3242911231","BE","BEL","BELGIUM"
"3242911232","3242911743","NL","NLD","NETHERLANDS"
"3242911744","3242917887","BE","BEL","BELGIUM"
"3242917888","3242950655","NO","NOR","NORWAY"
"3242950656","3242983423","BE","BEL","BELGIUM"
"3242983424","3243048959","IT","ITA","ITALY"
"3243048960","3243114495","SI","SVN","SLOVENIA"
"3243114496","3243150847","NL","NLD","NETHERLANDS"
"3243150848","3243151103","IT","ITA","ITALY"
"3243151104","3243216823","NL","NLD","NETHERLANDS"
"3243216824","3243216831","GB","GBR","UNITED KINGDOM"
"3243216832","3243223615","NL","NLD","NETHERLANDS"
"3243223616","3243223623","NO","NOR","NORWAY"
"3243223624","3243223695","NL","NLD","NETHERLANDS"
"3243223696","3243223703","PT","PRT","PORTUGAL"
"3243223704","3243245567","NL","NLD","NETHERLANDS"
"3243245568","3243297791","AT","AUT","AUSTRIA"
"3243297792","3243298047","SI","SVN","SLOVENIA"
"3243298048","3243376639","AT","AUT","AUSTRIA"
"3243376640","3243441919","GB","GBR","UNITED KINGDOM"
"3243441920","3243442175","MT","MLT","MALTA"
"3243442176","3243444167","AT","AUT","AUSTRIA"
"3243444168","3243444183","NL","NLD","NETHERLANDS"
"3243444184","3243507711","AT","AUT","AUSTRIA"
"3243507712","3243507967","GB","GBR","UNITED KINGDOM"
"3243508224","3243508991","CZ","CZE","CZECH REPUBLIC"
"3243509248","3243509759","CZ","CZE","CZECH REPUBLIC"
"3243509760","3243510015","RU","RUS","RUSSIAN FEDERATION"
"3243510016","3243510271","NL","NLD","NETHERLANDS"
"3243510272","3243510527","CZ","CZE","CZECH REPUBLIC"
"3243510784","3243511807","CZ","CZE","CZECH REPUBLIC"
"3243511808","3243512063","GB","GBR","UNITED KINGDOM"
"3243512064","3243512319","UA","UKR","UKRAINE"
"3243512320","3243512575","FR","FRA","FRANCE"
"3243512576","3243512831","UA","UKR","UKRAINE"
"3243512832","3243513087","DE","DEU","GERMANY"
"3243513088","3243513343","GR","GRC","GREECE"
"3243513344","3243513855","UA","UKR","UKRAINE"
"3243513856","3243514111","BE","BEL","BELGIUM"
"3243514112","3243514367","CH","CHE","SWITZERLAND"
"3243514368","3243514623","IE","IRL","IRELAND"
"3243514624","3243514879","DK","DNK","DENMARK"
"3243514880","3243515135","AT","AUT","AUSTRIA"
"3243515136","3243515391","PL","POL","POLAND"
"3243515392","3243515647","DE","DEU","GERMANY"
"3243515648","3243515903","RU","RUS","RUSSIAN FEDERATION"
"3243515904","3243519999","CZ","CZE","CZECH REPUBLIC"
"3243520512","3243520767","UA","UKR","UKRAINE"
"3243520768","3243521023","GB","GBR","UNITED KINGDOM"
"3243521024","3243521279","AT","AUT","AUSTRIA"
"3243521280","3243521535","CZ","CZE","CZECH REPUBLIC"
"3243521536","3243521791","DE","DEU","GERMANY"
"3243521792","3243524095","CZ","CZE","CZECH REPUBLIC"
"3243524096","3243524351","RO","ROM","ROMANIA"
"3243524352","3243524607","AT","AUT","AUSTRIA"
"3243524608","3243524863","DE","DEU","GERMANY"
"3243524864","3243525119","NL","NLD","NETHERLANDS"
"3243525120","3243525375","CZ","CZE","CZECH REPUBLIC"
"3243525376","3243525631","RO","ROM","ROMANIA"
"3243525888","3243526143","PL","POL","POLAND"
"3243526144","3243526399","UA","UKR","UKRAINE"
"3243526400","3243526655","FR","FRA","FRANCE"
"3243526656","3243526911","PL","POL","POLAND"
"3243526912","3243527167","SE","SWE","SWEDEN"
"3243527168","3243527679","UA","UKR","UKRAINE"
"3243527680","3243527935","GB","GBR","UNITED KINGDOM"
"3243527936","3243528191","PL","POL","POLAND"
"3243528192","3243529215","CZ","CZE","CZECH REPUBLIC"
"3243529216","3243529471","BE","BEL","BELGIUM"
"3243529472","3243529727","GB","GBR","UNITED KINGDOM"
"3243529728","3243529983","BG","BGR","BULGARIA"
"3243529984","3243530239","GB","GBR","UNITED KINGDOM"
"3243530240","3243530495","RU","RUS","RUSSIAN FEDERATION"
"3243530496","3243530751","FR","FRA","FRANCE"
"3243530752","3243531007","UA","UKR","UKRAINE"
"3243531008","3243531263","DE","DEU","GERMANY"
"3243531776","3243532031","AT","AUT","AUSTRIA"
"3243532032","3243532287","DE","DEU","GERMANY"
"3243532288","3243533311","CZ","CZE","CZECH REPUBLIC"
"3243534336","3243535359","CZ","CZE","CZECH REPUBLIC"
"3243536384","3243536639","AT","AUT","AUSTRIA"
"3243536640","3243536895","CH","CHE","SWITZERLAND"
"3243536896","3243537151","CZ","CZE","CZECH REPUBLIC"
"3243537152","3243537407","RO","ROM","ROMANIA"
"3243537408","3243540991","CZ","CZE","CZECH REPUBLIC"
"3243542528","3243543551","CZ","CZE","CZECH REPUBLIC"
"3243544064","3243544319","GB","GBR","UNITED KINGDOM"
"3243544320","3243544575","CH","CHE","SWITZERLAND"
"3243544576","3243552767","CZ","CZE","CZECH REPUBLIC"
"3243552768","3243553023","NL","NLD","NETHERLANDS"
"3243553024","3243553279","FR","FRA","FRANCE"
"3243553280","3243553535","DE","DEU","GERMANY"
"3243553536","3243553791","PL","POL","POLAND"
"3243553792","3243554303","DE","DEU","GERMANY"
"3243554304","3243554559","PL","POL","POLAND"
"3243554560","3243554815","MD","MDA","REPUBLIC OF MOLDOVA"
"3243554816","3243555071","LV","LVA","LATVIA"
"3243555072","3243555327","RO","ROM","ROMANIA"
"3243555328","3243555583","CZ","CZE","CZECH REPUBLIC"
"3243555584","3243555839","FR","FRA","FRANCE"
"3243556864","3243565055","CZ","CZE","CZECH REPUBLIC"
"3243565056","3243569151","GB","GBR","UNITED KINGDOM"
"3243570432","3243570687","CZ","CZE","CZECH REPUBLIC"
"3243570688","3243570943","PL","POL","POLAND"
"3243570944","3243571199","CZ","CZE","CZECH REPUBLIC"
"3243571456","3243571711","CZ","CZE","CZECH REPUBLIC"
"3243571712","3243571967","GB","GBR","UNITED KINGDOM"
"3243571968","3243572223","GR","GRC","GREECE"
"3243572224","3243572479","CZ","CZE","CZECH REPUBLIC"
"3243572736","3243572991","CZ","CZE","CZECH REPUBLIC"
"3243572992","3243573247","RU","RUS","RUSSIAN FEDERATION"
"3243573248","3243704319","CZ","CZE","CZECH REPUBLIC"
"3243704320","3243769855","SK","SVK","SLOVAKIA"
"3243769856","3243900927","DK","DNK","DENMARK"
"3243900928","3243966463","NO","NOR","NORWAY"
"3243966464","3243974655","PL","POL","POLAND"
"3243974656","3243978751","LU","LUX","LUXEMBOURG"
"3243978752","3243982847","NL","NLD","NETHERLANDS"
"3243982848","3243991039","HU","HUN","HUNGARY"
"3243991040","3243999231","BE","BEL","BELGIUM"
"3243999232","3244031999","NO","NOR","NORWAY"
"3244032000","3244097535","GR","GRC","GREECE"
"3244097536","3244098559","DE","DEU","GERMANY"
"3244098560","3244099583","GB","GBR","UNITED KINGDOM"
"3244099584","3244100607","FR","FRA","FRANCE"
"3244100608","3244102655","UA","UKR","UKRAINE"
"3244102656","3244103679","CH","CHE","SWITZERLAND"
"3244103680","3244104703","BG","BGR","BULGARIA"
"3244104704","3244105727","DE","DEU","GERMANY"
"3244105728","3244107775","GB","GBR","UNITED KINGDOM"
"3244107776","3244108799","RO","ROM","ROMANIA"
"3244108800","3244109823","GB","GBR","UNITED KINGDOM"
"3244109824","3244110847","UA","UKR","UKRAINE"
"3244110848","3244111871","PL","POL","POLAND"
"3244111872","3244112895","KZ","KAZ","KAZAKHSTAN"
"3244112896","3244113919","RU","RUS","RUSSIAN FEDERATION"
"3244113920","3244114943","CH","CHE","SWITZERLAND"
"3244114944","3244115967","PL","POL","POLAND"
"3244115968","3244116991","SK","SVK","SLOVAKIA"
"3244116992","3244118015","UA","UKR","UKRAINE"
"3244118016","3244120063","GB","GBR","UNITED KINGDOM"
"3244120064","3244122111","PL","POL","POLAND"
"3244122112","3244123135","IL","ISR","ISRAEL"
"3244123136","3244124159","UA","UKR","UKRAINE"
"3244124160","3244125183","PL","POL","POLAND"
"3244125184","3244126207","UA","UKR","UKRAINE"
"3244126208","3244127231","BE","BEL","BELGIUM"
"3244127232","3244128255","UA","UKR","UKRAINE"
"3244128256","3244129279","DE","DEU","GERMANY"
"3244129280","3244130303","FR","FRA","FRANCE"
"3244130304","3244131327","NO","NOR","NORWAY"
"3244131328","3244133375","FI","FIN","FINLAND"
"3244133376","3244134399","RO","ROM","ROMANIA"
"3244134400","3244135423","PL","POL","POLAND"
"3244135424","3244137471","GB","GBR","UNITED KINGDOM"
"3244137472","3244138495","PL","POL","POLAND"
"3244138496","3244139519","UA","UKR","UKRAINE"
"3244139520","3244140543","GR","GRC","GREECE"
"3244140544","3244141567","SE","SWE","SWEDEN"
"3244141568","3244142591","NL","NLD","NETHERLANDS"
"3244142592","3244143615","DE","DEU","GERMANY"
"3244143616","3244144639","FR","FRA","FRANCE"
"3244144640","3244147711","UA","UKR","UKRAINE"
"3244147712","3244149759","GB","GBR","UNITED KINGDOM"
"3244149760","3244150783","PL","POL","POLAND"
"3244150784","3244151807","CH","CHE","SWITZERLAND"
"3244151808","3244152831","KZ","KAZ","KAZAKHSTAN"
"3244152832","3244153855","RU","RUS","RUSSIAN FEDERATION"
"3244153856","3244154879","NO","NOR","NORWAY"
"3244154880","3244155903","GB","GBR","UNITED KINGDOM"
"3244155904","3244156927","UA","UKR","UKRAINE"
"3244156928","3244158975","RU","RUS","RUSSIAN FEDERATION"
"3244158976","3244159999","DE","DEU","GERMANY"
"3244160000","3244161023","RU","RUS","RUSSIAN FEDERATION"
"3244161024","3244163071","NO","NOR","NORWAY"
"3244163072","3244228607","FI","FIN","FINLAND"
"3244261376","3244265823","IE","IRL","IRELAND"
"3244265824","3244265831","ES","ESP","SPAIN"
"3244265832","3244272575","IE","IRL","IRELAND"
"3244272576","3244272639","US","USA","UNITED STATES"
"3244272640","3244273687","IE","IRL","IRELAND"
"3244273688","3244273695","US","USA","UNITED STATES"
"3244273696","3244274279","IE","IRL","IRELAND"
"3244274280","3244274287","US","USA","UNITED STATES"
"3244274288","3244277359","IE","IRL","IRELAND"
"3244277360","3244277367","GB","GBR","UNITED KINGDOM"
"3244277368","3244277631","IE","IRL","IRELAND"
"3244277632","3244277695","US","USA","UNITED STATES"
"3244277696","3244277759","IE","IRL","IRELAND"
"3244277760","3244294143","SI","SVN","SLOVENIA"
"3244294144","3244408575","DE","DEU","GERMANY"
"3244408576","3244408831","GB","GBR","UNITED KINGDOM"
"3244408832","3244592127","DE","DEU","GERMANY"
"3244592128","3244592639","CH","CHE","SWITZERLAND"
"3244592640","3244818431","DE","DEU","GERMANY"
"3244818432","3245080575","FR","FRA","FRANCE"
"3245080576","3245082623","SE","SWE","SWEDEN"
"3245082624","3245084927","DE","DEU","GERMANY"
"3245084928","3245085183","SE","SWE","SWEDEN"
"3245085184","3245085439","GB","GBR","UNITED KINGDOM"
"3245085440","3245085695","DE","DEU","GERMANY"
"3245085696","3245086207","FR","FRA","FRANCE"
"3245086208","3245086463","AT","AUT","AUSTRIA"
"3245086464","3245086719","GH","GHA","GHANA"
"3245086720","3245086975","BG","BGR","BULGARIA"
"3245086976","3245087231","IT","ITA","ITALY"
"3245087232","3245087487","CH","CHE","SWITZERLAND"
"3245087488","3245087743","NL","NLD","NETHERLANDS"
"3245087744","3245087999","GH","GHA","GHANA"
"3245088000","3245088255","LV","LVA","LATVIA"
"3245088256","3245088767","FR","FRA","FRANCE"
"3245088768","3245089279","BG","BGR","BULGARIA"
"3245089280","3245089791","PL","POL","POLAND"
"3245089792","3245090815","UA","UKR","UKRAINE"
"3245090816","3245091327","AT","AUT","AUSTRIA"
"3245091328","3245091839","SE","SWE","SWEDEN"
"3245091840","3245093887","UA","UKR","UKRAINE"
"3245093888","3245094911","RO","ROM","ROMANIA"
"3245094912","3245095935","UA","UKR","UKRAINE"
"3245095936","3245096959","IT","ITA","ITALY"
"3245096960","3245099007","CZ","CZE","CZECH REPUBLIC"
"3245099008","3245103103","GB","GBR","UNITED KINGDOM"
"3245105152","3245105663","GB","GBR","UNITED KINGDOM"
"3245105664","3245105919","NL","NLD","NETHERLANDS"
"3245106176","3245106687","AT","AUT","AUSTRIA"
"3245106688","3245107711","UA","UKR","UKRAINE"
"3245107712","3245108735","CZ","CZE","CZECH REPUBLIC"
"3245108736","3245109247","FR","FRA","FRANCE"
"3245109248","3245114367","UA","UKR","UKRAINE"
"3245114368","3245114879","SK","SVK","SLOVAKIA"
"3245114880","3245115391","JO","JOR","JORDAN"
"3245115392","3245115903","CH","CHE","SWITZERLAND"
"3245115904","3245116415","AT","AUT","AUSTRIA"
"3245116416","3245116927","FR","FRA","FRANCE"
"3245117440","3245118463","LV","LVA","LATVIA"
"3245118464","3245119487","GB","GBR","UNITED KINGDOM"
"3245120512","3245121535","GB","GBR","UNITED KINGDOM"
"3245121536","3245122047","GR","GRC","GREECE"
"3245122048","3245122559","UA","UKR","UKRAINE"
"3245122560","3245123071","DE","DEU","GERMANY"
"3245123072","3245123583","FR","FRA","FRANCE"
"3245123584","3245124095","GB","GBR","UNITED KINGDOM"
"3245124096","3245124607","UA","UKR","UKRAINE"
"3245124608","3245125119","DE","DEU","GERMANY"
"3245125120","3245125631","ES","ESP","SPAIN"
"3245125632","3245125887","DE","DEU","GERMANY"
"3245125888","3245126143","PL","POL","POLAND"
"3245126144","3245126399","FR","FRA","FRANCE"
"3245126400","3245126655","DE","DEU","GERMANY"
"3245126656","3245126911","FR","FRA","FRANCE"
"3245126912","3245127167","DE","DEU","GERMANY"
"3245127168","3245127423","RU","RUS","RUSSIAN FEDERATION"
"3245127424","3245127679","AT","AUT","AUSTRIA"
"3245127680","3245127935","DE","DEU","GERMANY"
"3245127936","3245128191","LV","LVA","LATVIA"
"3245128192","3245128447","IT","ITA","ITALY"
"3245128448","3245128703","CH","CHE","SWITZERLAND"
"3245128704","3245128959","GB","GBR","UNITED KINGDOM"
"3245128960","3245129215","DK","DNK","DENMARK"
"3245129216","3245129471","DE","DEU","GERMANY"
"3245129472","3245129983","GB","GBR","UNITED KINGDOM"
"3245129984","3245130239","DE","DEU","GERMANY"
"3245130240","3245130495","PL","POL","POLAND"
"3245130496","3245130751","IL","ISR","ISRAEL"
"3245130752","3245131007","SE","SWE","SWEDEN"
"3245131008","3245131519","FR","FRA","FRANCE"
"3245131520","3245132031","GB","GBR","UNITED KINGDOM"
"3245132032","3245132287","BE","BEL","BELGIUM"
"3245132288","3245132543","PL","POL","POLAND"
"3245132544","3245132799","FR","FRA","FRANCE"
"3245132800","3245133311","IT","ITA","ITALY"
"3245133312","3245133567","PL","POL","POLAND"
"3245133568","3245133823","RU","RUS","RUSSIAN FEDERATION"
"3245133824","3245134079","NO","NOR","NORWAY"
"3245134080","3245134335","UA","UKR","UKRAINE"
"3245134336","3245134591","NL","NLD","NETHERLANDS"
"3245134592","3245134847","IL","ISR","ISRAEL"
